0;5.8658088;13.94151144;13.09445592;12.46038792;14.36753592;15.0261756;14.927172;14.635476;14.4699756;13.6950036;13.62067056;13.27441752;12.95328;12.43734888;11.28013152;10.18362648;9.48429768;8.82958848;8.19586656;8.32171608;6.43291032;5.97230256;5.54697024;5.10309792;4.65937392;10.02316896;9.5974164;9.41137368;9.19623552;8.84167656;8.50758576;7.93393344;7.82143272;6.90029136;6.11802696;6.62555328;10.75609224;10.40375808;9.7739172;9.62952768;9.45085152;8.79836712;8.2709412;7.7981712;7.30394424;6.50150832;6.27670464;6.27774288;6.81772656;6.89166408;6.33936984;5.78680368;5.12376384;4.91710464;5.47327992;5.56976208;5.62555512;5.7296016;5.5511232;5.26933992;4.94862264;6.48289416;6.17382;6.00268344;6.0623328;5.52754032;4.94862264;5.89502784;5.5522356;5.47706208;5.24649864;5.00800008;5.06213688;5.1488052;4.28869752;3.28832856;2.53609896;2.31574488;1.79358432;1.64496768;1.48984968;2.29174176;2.15078832;1.91829672;1.88257632;1.83432288;1.80676008;1.74379824;1.70397432
999999;0;8.08178376;7.22980896;6.60058608;8.59052136;9.2991696;9.2157396;8.93833176;8.784252;8.08645584;8.07844656;7.8544092;7.57665528;7.257174;6.46771608;5.78475192;5.85280608;5.39247024;3.61742592;3.35386128;2.77546272;4.19876616;3.99368904;3.46564512;3.49041456;4.23554952;4.03027464;3.91127256;3.73808424;3.40290576;3.13568256;2.72184504;2.65502688;2.264352;2.94150696;0.90566664;4.89661176;4.53829536;3.90951744;3.7646088;3.58524048;2.9338932;2.41890144;2.02268928;1.60539096;0.81595776;0.5760996;1.29117504;1.4892564;1.05779352;0.70899432;0.83385504;2.12236032;2.08730736;1.50500304;1.70313384;1.76589792;2.03616168;2.2644756;2.36246568;2.46176592;2.31829104;2.09336376;2.16186288;2.56212912;2.70713664;2.46176592;5.55258168;4.80811416;4.9752708;5.28165048;5.29185984;4.91052912;4.11854976;3.58195272;3.57124896;6.62414424;6.37642512;6.12044952;5.8659324;5.68557528;6.19290384;5.95512216;5.86133448;5.70297816;5.51789952;5.44010568;5.18215248;4.85663952
999999;8.08178376;0;0.9811368;1.6268232;1.09232736;1.7608056;1.77487128;1.68904344;1.67705424;1.92215304;2.20166208;2.67045216;2.86193328;3.51933696;4.65351528;5.7129156;6.93583872;7.35106056;6.55149216;6.16197912;8.17856256;9.56295672;9.79811808;9.82370328;10.18837272;3.96859824;4.59888408;4.83018912;5.0553636;5.37669888;5.7145224;6.3013752;6.4206492;7.40173656;8.59437768;7.32283032;3.25033392;3.56222616;4.17337872;4.3190784;4.50062208;5.16296976;5.709084;6.23974824;6.75328152;7.50546168;7.71160176;7.77088032;7.21730064;7.04984736;7.6111644;8.1927024;9.30851376;9.45362016;8.6245608;8.59108992;8.5581876;8.55307056;8.81080128;9.10467264;9.41883912;7.899276;8.13268224;8.33457048;8.45295456;9.03419592;9.41883912;10.78281456;10.42321272;10.62816624;11.08627728;11.28448224;10.91234736;10.22429088;10.514034;11.13482736;14.11482336;13.93933608;13.86351984;13.65337512;13.52322432;13.75554288;13.56865968;13.56008184;13.41853512;13.26047544;13.19810688;12.98919816;12.72986064
999999;7.22980896;0.9811368;0;0.65831832;1.9731504;2.70231624;2.69801496;2.56101672;2.5088328;2.48969952;2.74092888;3.10485672;3.20230296;3.7527432;4.68733224;5.60733648;6.8218548;7.15275672;6.08289984;5.63297112;7.59947184;9.09614424;9.28757592;9.24214056;9.57840672;3.26964024;4.02659136;4.26968784;4.48826208;4.7788704;5.10470472;5.67586032;5.79379944;6.76482576;8.02186248;6.514338;2.3432088;2.69183496;3.331638;3.47345664;3.64857312;4.2962124;4.82692608;5.33178264;5.8415832;6.6140832;6.82904832;7.03019496;6.47856816;6.22019472;6.80410584;7.40811432;8.3604276;8.51181288;7.89032736;7.87905504;7.85411256;7.87821456;8.14998624;8.43861696;8.74267296;7.27094304;7.4758224;7.68070176;7.84083792;8.41275984;8.74267296;10.40568624;9.97259184;10.18286016;10.64141616;10.82083392;10.4309748;9.6960492;9.88389648;10.42261944;13.46654136;13.27152528;13.1496804;12.92544528;12.78004224;13.08523536;12.88384152;12.85442472;12.70704408;12.540456;12.47348952;12.2497488;11.97011616
999999;6.60058608;1.6268232;0.65831832;0;2.54761848;3.29895816;3.28162944;3.11489304;3.04095552;2.87797656;3.09936888;3.38273424;3.4172928;3.87486;4.645506;5.45016672;6.63882792;6.90993216;5.67877728;5.19569904;7.11369912;8.66698032;8.8314672;8.74558992;9.06440376;2.75845536;3.58697088;3.83303376;4.04300544;4.3085724;4.62229392;5.17733208;5.29334304;6.25064976;7.5372516;5.9069676;1.70449344;2.07210456;2.72295744;2.86114224;3.03124056;3.66765696;4.18947144;4.68327816;5.19134832;5.97002832;6.188034;6.45604824;5.9079564;5.60335656;6.1965624;6.80989032;7.70220816;7.8540384;7.3162548;7.3167492;7.29620688;7.33617912;7.61442744;7.89888048;8.1961632;6.75847272;6.94585032;7.15132296;7.33434984;7.89789168;8.1961632;10.02146328;9.54745728;9.7595796;10.21568832;10.38321576;9.98529792;9.22743216;9.3576324;9.8519088;12.9184248;12.71450952;12.57113352;12.34094088;12.18891288;12.52752744;12.3197064;12.28045104;12.13069728;11.96050008;11.891556;11.66148696;11.3731776
999999;8.59052136;1.09232736;1.9731504;2.54761848;0;0.76498512;0.73457952;0.59814984;0.59273616;1.11385848;1.3777692;1.90564008;2.1799332;2.89028712;4.15983216;5.31828552;6.51006144;7.00396704;6.54049176;6.23903136;8.26597248;9.47668392;9.76276848;9.88167168;10.27892208;4.36139904;4.7961744;5.0009796;5.22380568;5.57060256;5.91119472;6.499506;6.61697544;7.58562864;8.66408808;7.76734536;3.97640976;4.21498248;4.75580664;4.90205016;5.08752432;5.75508792;6.31647912;6.88877184;7.40235456;8.10015072;8.2852788;8.09767872;7.55272632;7.5356448;8.04794208;8.58162216;10.0240836;10.14906792;8.92525488;8.858412;8.81411376;8.76593448;8.99842608;9.29437392;9.61771152;8.0598324;8.328168;8.52165144;8.57924904;9.16175112;9.61771152;10.56522912;10.30074984;10.49546928;10.9450272;11.16310704;10.8196968;10.20399576;10.62742464;11.36049624;14.19714096;14.0538144;14.05114464;13.86703008;13.764096;13.87679448;13.71510096;13.73927712;13.60912632;13.46715936;13.41312144;13.23152832;13.00991352
999999;9.2991696;1.7608056;2.70231624;3.29895816;0.76498512;0;0.13049688;0.41549376;0.58739664;1.41714816;1.59458832;2.09645376;2.41981608;3.1175628;4.43429832;5.63069688;6.77629584;7.31697168;7.0576836;6.80252376;8.8129272;9.92105064;10.23294288;10.40027256;10.81089648;5.0636448;5.42969856;5.621328;5.84000112;6.19231056;6.52996104;7.11253728;7.228128;8.18264136;9.19885584;8.46019752;4.7389476;4.97000544;5.49780216;5.64342768;5.8287288;6.49448784;7.05686784;7.63534056;8.14776144;8.83260432;9.01221984;8.74843272;8.21010528;8.24194464;8.7370368;9.25205328;10.77688176;10.89828168;9.56090496;9.48103464;9.43233624;9.36623496;9.58594632;9.8807076;10.2058992;8.64253224;8.9241672;9.11245944;9.1419504;9.72037368;10.2058992;10.92015888;10.71639192;10.90320096;11.34346416;11.57145672;11.24802024;10.6785456;11.16817464;11.94967272;14.69532312;14.57023992;14.60497152;14.4348732;14.34558456;14.39808984;14.2505856;14.29107696;14.16745224;14.03426088;13.9845984;13.81702152;13.61397144
999999;9.2157396;1.77487128;2.69801496;3.28162944;0.73457952;0.13049688;0;0.29703552;0.46874064;1.29547632;1.46710728;1.96682208;2.29090128;2.98770864;4.30479024;5.5018068;6.64619448;7.1877108;6.94058496;6.69078936;8.69827584;9.7970304;10.11065304;10.28208624;10.69394616;4.98053616;5.32978032;5.5188636;5.7366468;6.0896484;6.42655728;7.00782336;7.12301856;8.07483744;9.08269656;8.37214488;4.6903728;4.9122348;5.4306132;5.57579376;5.76089712;6.42527184;6.98792376;7.569882;8.08136352;8.75888928;8.93593392;8.6498988;8.1132276;8.15811912;8.64777288;9.15774648;10.71505704;10.8336636;9.45905856;9.37683984;9.32739984;9.25845576;9.47618952;9.77067888;10.09604352;8.5324788;8.8158936;9.00337008;9.02905416;9.60678528;10.09604352;10.7916396;10.59049296;10.77688176;11.21660112;11.44501392;11.12273928;10.55647824;11.0520648;11.83937208;14.5741704;14.45071872;14.48933136;14.32096344;14.23350408;14.27908776;14.133042;14.1753132;14.05247952;13.92040056;13.87128192;13.7056332;13.50535176
999999;8.93833176;1.68904344;2.56101672;3.11489304;0.59814984;0.41549376;0.29703552;0;0.17215008;1.00167912;1.18574424;1.6969044;2.01534744;2.718582;4.03173312;5.22464616;6.3782544;6.91230528;6.64406856;6.39387744;8.40128976;9.50602656;9.81747384;9.98596536;10.39740504;4.70485872;5.03823264;5.22563496;5.44287432;5.796222;6.13268592;6.71323512;6.82823256;7.7788896;8.78593296;8.09016384;4.46359152;4.67067096;5.17481064;5.31927432;5.50395744;6.16605792;6.72875928;7.31511768;7.825116;8.49285264;8.66668368;8.3589444;7.82355864;7.88053824;8.36458056;8.86998096;10.46405016;10.57877568;9.16590408;9.08239992;9.03261384;8.96245848;9.1796484;9.4740636;9.79945296;8.23586352;8.51977272;8.70697728;8.73204336;9.30974976;9.79945296;10.51210584;10.30282632;10.49020392;10.93125816;11.15855856;10.83383664;10.26305184;10.7553012;11.54265792;14.27992824;14.15531472;14.1924936;14.02395264;13.936518;13.98341184;13.83672336;13.87850016;13.75554288;13.62336504;13.5742464;13.408746;13.20905784
999999;8.784252;1.67705424;2.5088328;3.04095552;0.59273616;0.58739664;0.46874064;0.17215008;0;0.83014704;1.02101016;1.53790536;1.85254152;2.55861888;3.86900136;5.05964016;6.21754968;6.74789256;6.47199264;6.22303752;8.22960936;9.33493944;9.645744;9.81384;10.22535384;4.55302848;4.8734244;5.05921992;5.27591544;5.62958448;5.96557872;6.5453616;6.66016128;7.60950816;8.61398064;7.9327716;4.3467648;4.54346184;5.03729328;5.18113896;5.36542656;6.0256236;6.58817664;7.17740256;7.6861896;8.34697992;8.51853672;8.19438336;7.66011;7.72650792;8.20622424;8.70801552;10.32799128;10.44009648;8.999316;8.91460056;8.86444368;8.79300288;9.00940176;9.30369336;9.62913216;8.06554272;8.35014408;8.53700256;8.5607832;9.13829184;9.62913216;10.3455672;10.13292576;10.32069888;10.76227224;10.98910296;10.6634664;10.09129728;10.58334888;11.37216408;14.1079512;13.98316464;14.02061544;13.85239584;13.76540616;13.81126176;13.664598;13.70657256;13.5837636;13.45183296;13.40283792;13.23785664;13.03910784
